confidence_threshold,n_total,n_accepted,n_rejected,coverage,rejection_rate,accuracy_accepted,fnr_accepted,fpr_accepted,accuracy_rejected,accuracy_gain,accuracy_overall_conservative
0.0,100,100,0,1.0,0.0,0.8,0.06779661016949153,0.3902439024390244,0.0,0.0,0.8
0.01,100,99,1,0.99,0.01,0.8080808080808081,0.06779661016949153,0.375,0.0,0.8080808080808081,0.7999999999999999
0.02,100,99,1,0.99,0.01,0.8080808080808081,0.06779661016949153,0.375,0.0,0.8080808080808081,0.7999999999999999
0.03,100,99,1,0.99,0.01,0.8080808080808081,0.06779661016949153,0.375,0.0,0.8080808080808081,0.7999999999999999
0.04,100,98,2,0.98,0.02,0.8163265306122449,0.06779661016949153,0.358974358974359,0.0,0.8163265306122449,0.8
0.05,100,98,2,0.98,0.02,0.8163265306122449,0.06779661016949153,0.358974358974359,0.0,0.8163265306122449,0.8
0.06,100,98,2,0.98,0.02,0.8163265306122449,0.06779661016949153,0.358974358974359,0.0,0.8163265306122449,0.8
0.07,100,98,2,0.98,0.02,0.8163265306122449,0.06779661016949153,0.358974358974359,0.0,0.8163265306122449,0.8
0.08,100,98,2,0.98,0.02,0.8163265306122449,0.06779661016949153,0.358974358974359,0.0,0.8163265306122449,0.8
0.09,100,98,2,0.98,0.02,0.8163265306122449,0.06779661016949153,0.358974358974359,0.0,0.8163265306122449,0.8
0.1,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.11,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.12,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.13,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.14,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.15,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.16,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.17,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.18,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.19,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.2,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.21,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.22,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.23,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.24,100,97,3,0.97,0.03,0.8247422680412371,0.06779661016949153,0.34210526315789475,0.0,0.8247422680412371,0.7999999999999999
0.25,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.26,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.27,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.28,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.29,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.3,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.31,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.32,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.33,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.34,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.35000000000000003,100,96,4,0.96,0.04,0.8333333333333334,0.06779661016949153,0.32432432432432434,0.0,0.8333333333333334,0.8
0.36,100,95,5,0.95,0.05,0.8421052631578947,0.06779661016949153,0.3055555555555556,0.0,0.8421052631578947,0.7999999999999999
0.37,100,94,6,0.94,0.06,0.851063829787234,0.06779661016949153,0.2857142857142857,0.0,0.851063829787234,0.7999999999999999
0.38,100,94,6,0.94,0.06,0.851063829787234,0.06779661016949153,0.2857142857142857,0.0,0.851063829787234,0.7999999999999999
0.39,100,93,7,0.93,0.07,0.8494623655913979,0.06896551724137931,0.2857142857142857,0.14285714285714285,0.706605222734255,0.79
0.4,100,93,7,0.93,0.07,0.8494623655913979,0.06896551724137931,0.2857142857142857,0.14285714285714285,0.706605222734255,0.79
0.41000000000000003,100,93,7,0.93,0.07,0.8494623655913979,0.06896551724137931,0.2857142857142857,0.14285714285714285,0.706605222734255,0.79
0.42,100,93,7,0.93,0.07,0.8494623655913979,0.06896551724137931,0.2857142857142857,0.14285714285714285,0.706605222734255,0.79
0.43,100,92,8,0.92,0.08,0.8478260869565217,0.07017543859649122,0.2857142857142857,0.25,0.5978260869565217,0.78
0.44,100,92,8,0.92,0.08,0.8478260869565217,0.07017543859649122,0.2857142857142857,0.25,0.5978260869565217,0.78
0.45,100,91,9,0.91,0.09,0.8571428571428571,0.07017543859649122,0.2647058823529412,0.2222222222222222,0.6349206349206349,0.78
0.46,100,91,9,0.91,0.09,0.8571428571428571,0.07017543859649122,0.2647058823529412,0.2222222222222222,0.6349206349206349,0.78
0.47000000000000003,100,91,9,0.91,0.09,0.8571428571428571,0.07017543859649122,0.2647058823529412,0.2222222222222222,0.6349206349206349,0.78
0.48,100,91,9,0.91,0.09,0.8571428571428571,0.07017543859649122,0.2647058823529412,0.2222222222222222,0.6349206349206349,0.78
0.49,100,91,9,0.91,0.09,0.8571428571428571,0.07017543859649122,0.2647058823529412,0.2222222222222222,0.6349206349206349,0.78
0.5,100,90,10,0.9,0.1,0.8555555555555555,0.07142857142857142,0.2647058823529412,0.3,0.5555555555555556,0.77
0.51,100,90,10,0.9,0.1,0.8555555555555555,0.07142857142857142,0.2647058823529412,0.3,0.5555555555555556,0.77
0.52,100,89,11,0.89,0.11,0.8539325842696629,0.07272727272727272,0.2647058823529412,0.36363636363636365,0.49029622063329925,0.76
0.53,100,88,12,0.88,0.12,0.8636363636363636,0.07272727272727272,0.24242424242424243,0.3333333333333333,0.5303030303030303,0.76
0.54,100,87,13,0.87,0.13,0.8735632183908046,0.07272727272727272,0.21875,0.3076923076923077,0.5658709106984969,0.76
0.55,100,87,13,0.87,0.13,0.8735632183908046,0.07272727272727272,0.21875,0.3076923076923077,0.5658709106984969,0.76
0.56,100,87,13,0.87,0.13,0.8735632183908046,0.07272727272727272,0.21875,0.3076923076923077,0.5658709106984969,0.76
0.5700000000000001,100,86,14,0.86,0.14,0.8837209302325582,0.07272727272727272,0.1935483870967742,0.2857142857142857,0.5980066445182725,0.76
0.58,100,86,14,0.86,0.14,0.8837209302325582,0.07272727272727272,0.1935483870967742,0.2857142857142857,0.5980066445182725,0.76
0.59,100,86,14,0.86,0.14,0.8837209302325582,0.07272727272727272,0.1935483870967742,0.2857142857142857,0.5980066445182725,0.76
0.6,100,86,14,0.86,0.14,0.8837209302325582,0.07272727272727272,0.1935483870967742,0.2857142857142857,0.5980066445182725,0.76
0.61,100,85,15,0.85,0.15,0.8823529411764706,0.07407407407407407,0.1935483870967742,0.3333333333333333,0.5490196078431373,0.75
0.62,100,85,15,0.85,0.15,0.8823529411764706,0.07407407407407407,0.1935483870967742,0.3333333333333333,0.5490196078431373,0.75
0.63,100,85,15,0.85,0.15,0.8823529411764706,0.07407407407407407,0.1935483870967742,0.3333333333333333,0.5490196078431373,0.75
0.64,100,85,15,0.85,0.15,0.8823529411764706,0.07407407407407407,0.1935483870967742,0.3333333333333333,0.5490196078431373,0.75
0.65,100,85,15,0.85,0.15,0.8823529411764706,0.07407407407407407,0.1935483870967742,0.3333333333333333,0.5490196078431373,0.75
0.66,100,84,16,0.84,0.16,0.8928571428571429,0.07407407407407407,0.16666666666666666,0.3125,0.5803571428571429,0.75
0.67,100,83,17,0.83,0.17,0.891566265060241,0.07547169811320754,0.16666666666666666,0.35294117647058826,0.5386250885896526,0.74
0.68,100,82,18,0.82,0.18,0.8902439024390244,0.07547169811320754,0.1724137931034483,0.3888888888888889,0.5013550135501355,0.73
0.6900000000000001,100,80,20,0.8,0.2,0.8875,0.0784313725490196,0.1724137931034483,0.45,0.43749999999999994,0.71
0.7000000000000001,100,78,22,0.78,0.22,0.8846153846153846,0.0784313725490196,0.18518518518518517,0.5,0.3846153846153846,0.69
0.71,100,78,22,0.78,0.22,0.8846153846153846,0.0784313725490196,0.18518518518518517,0.5,0.3846153846153846,0.69
0.72,100,78,22,0.78,0.22,0.8846153846153846,0.0784313725490196,0.18518518518518517,0.5,0.3846153846153846,0.69
0.73,100,77,23,0.77,0.23,0.8831168831168831,0.08,0.18518518518518517,0.5217391304347826,0.3613777526821005,0.6799999999999999
0.74,100,77,23,0.77,0.23,0.8831168831168831,0.08,0.18518518518518517,0.5217391304347826,0.3613777526821005,0.6799999999999999
0.75,100,76,24,0.76,0.24,0.881578947368421,0.08,0.19230769230769232,0.5416666666666666,0.3399122807017544,0.6699999999999999
0.76,100,75,25,0.75,0.25,0.88,0.08163265306122448,0.19230769230769232,0.56,0.31999999999999995,0.66
0.77,100,75,25,0.75,0.25,0.88,0.08163265306122448,0.19230769230769232,0.56,0.31999999999999995,0.66
0.78,100,74,26,0.74,0.26,0.8783783783783784,0.08333333333333333,0.19230769230769232,0.5769230769230769,0.3014553014553015,0.65
0.79,100,73,27,0.73,0.27,0.8904109589041096,0.06382978723404255,0.19230769230769232,0.5555555555555556,0.334855403348554,0.65
0.8,100,73,27,0.73,0.27,0.8904109589041096,0.06382978723404255,0.19230769230769232,0.5555555555555556,0.334855403348554,0.65
0.81,100,72,28,0.72,0.28,0.9027777777777778,0.06382978723404255,0.16,0.5357142857142857,0.3670634920634921,0.65
0.8200000000000001,100,72,28,0.72,0.28,0.9027777777777778,0.06382978723404255,0.16,0.5357142857142857,0.3670634920634921,0.65
0.8300000000000001,100,72,28,0.72,0.28,0.9027777777777778,0.06382978723404255,0.16,0.5357142857142857,0.3670634920634921,0.65
0.84,100,70,30,0.7,0.3,0.9142857142857143,0.06521739130434782,0.125,0.5333333333333333,0.38095238095238093,0.6399999999999999
0.85,100,70,30,0.7,0.3,0.9142857142857143,0.06521739130434782,0.125,0.5333333333333333,0.38095238095238093,0.6399999999999999
0.86,100,68,32,0.68,0.32,0.9117647058823529,0.06818181818181818,0.125,0.5625,0.3492647058823529,0.62
0.87,100,66,34,0.66,0.34,0.9090909090909091,0.07142857142857142,0.125,0.5882352941176471,0.320855614973262,0.6
0.88,100,64,36,0.64,0.36,0.90625,0.075,0.125,0.6111111111111112,0.29513888888888884,0.58
0.89,100,63,37,0.63,0.37,0.9047619047619048,0.07692307692307693,0.125,0.6216216216216216,0.28314028314028317,0.5700000000000001
0.9,100,58,42,0.58,0.42,0.9137931034482759,0.08333333333333333,0.09090909090909091,0.6428571428571429,0.270935960591133,0.53
0.91,100,56,44,0.56,0.44,0.9285714285714286,0.058823529411764705,0.09090909090909091,0.6363636363636364,0.29220779220779225,0.52
0.92,100,54,46,0.54,0.46,0.9259259259259259,0.0625,0.09090909090909091,0.6521739130434783,0.27375201288244766,0.5
0.93,100,46,54,0.46,0.54,0.9347826086956522,0.07407407407407407,0.05263157894736842,0.6851851851851852,0.249597423510467,0.43000000000000005
0.9400000000000001,100,41,59,0.41,0.59,0.9512195121951219,0.045454545454545456,0.05263157894736842,0.6949152542372882,0.25630425795783374,0.38999999999999996
0.9500000000000001,100,34,66,0.34,0.66,0.9411764705882353,0.058823529411764705,0.058823529411764705,0.7272727272727273,0.213903743315508,0.32
0.96,100,30,70,0.3,0.7,0.9333333333333333,0.07142857142857142,0.0625,0.7428571428571429,0.19047619047619047,0.27999999999999997
0.97,100,23,77,0.23,0.77,0.9130434782608695,0.125,0.06666666666666667,0.7662337662337663,0.14680971202710325,0.21
0.98,100,19,81,0.19,0.81,0.9473684210526315,0.16666666666666666,0.0,0.7654320987654321,0.18193632228719947,0.18
0.99,100,14,86,0.14,0.86,0.9285714285714286,0.25,0.0,0.7790697674418605,0.1495016611295681,0.13
1.0,100,0,100,0.0,1.0,0.0,0.0,0.0,0.8,,
